code,name,industry
600894,广日股份,运输设备
300415,伊之密,专用机械
552,靖远煤电,煤炭开采
830,鲁西化工,农药化肥
953,河池化工,农药化肥
600706,曲江文旅,旅游服务
971,高升控股,互联网
600555,海航创新,旅游景点
300395,菲利华,玻璃
2737,葵花药业,中成药
601618,中国中冶,建筑施工
2454,松芝股份,汽车配件
601991,大唐发电,火力发电
2501,利源精制,铝
603993,洛阳钼业,小金属
300324,旋极信息,软件服务
603377,东方时尚,汽车服务
2542,中化岩土,建筑施工
2371,七星电子,半导体
2237,恒邦股份,黄金
2047,宝鹰股份,装修装饰
600926,杭州银行,银行
600508,上海能源,煤炭开采
6,深振业Ａ,区域地产
603030,全筑股份,装修装饰
601008,连云港,港口
600105,永鼎股份,通信设备
893,东凌国际,食品
300314,戴维医疗,医疗保健
600130,波导股份,通信设备
601958,金钼股份,小金属
2154,报 喜 鸟,服饰
2507,涪陵榨菜,食品
300201,海伦哲,专用机械
2238,天威视讯,影视音像
603355,莱克电气,电气设备
2262,恩华药业,化学制药
2513,*ST蓝丰,农药化肥
603100,川仪股份,电器仪表
600280,中央商场,百货
882,华联股份,百货
2274,华昌化工,农药化肥
996,中国中期,公路
600744,华银电力,火力发电
600163,中闽能源,新型电力
600017,日照港,港口
300029,天龙光电,专用机械
300135,宝利国际,化工原料
429,粤高速Ａ,路桥
868,安凯客车,汽车整车
603611,诺力股份,运输设备
603968,醋化股份,化工原料
726,鲁 泰Ａ,纺织
1696,宗申动力,摩托车
790,泰合健康,中成药
600870,厦华电子,家用电器
600008,首创股份,环境保护
600516,方大炭素,矿物制品
859,国风塑业,塑料
600830,香溢融通,多元金融
2603,以岭药业,中成药
600556,ST慧球,软件服务
2320,海峡股份,水运
948,南天信息,软件服务
713,丰乐种业,种植业
600467,好当家,渔业
600999,招商证券,证券
2072,凯瑞德,纺织
2208,合肥城建,区域地产
2030,达安基因,生物制药
2009,天奇股份,工程机械
2123,梦网荣信,互联网
600459,贵研铂业,小金属
300096,易联众,软件服务
2391,长青股份,农药化肥
2247,帝龙文化,装修装饰
601011,宝泰隆,焦炭加工
600358,国旅联合,旅游服务
2392,北京利尔,其他建材
2531,天顺风能,电气设备
603003,龙宇燃油,石油贸易
600449,宁夏建材,水泥
2627,宜昌交运,公路
2527,新时达,电器仪表
600789,鲁抗医药,化学制药
858,五 粮 液,白酒
2275,桂林三金,中成药
683,远兴能源,化工原料
600757,长江传媒,出版业
783,长江证券,证券
600761,安徽合力,工程机械
601966,玲珑轮胎,汽车配件
600679,上海凤凰,文教休闲
993,闽东电力,水力发电
545,金浦钛业,化工原料
612,焦作万方,铝
601595,上海电影,影视音像
300193,佳士科技,专用机械
600642,申能股份,火力发电
2015,霞客环保,化纤
601015,陕西黑猫,焦炭加工
2005,德豪润达,家用电器
601198,东兴证券,证券
600919,江苏银行,银行
300512,中亚股份,专用机械
300390,天华超净,电脑设备
958,东方能源,火力发电
600213,亚星客车,汽车整车
750,国海证券,证券
300402,宝色股份,专用机械
603726,朗迪集团,机械基件
300050,世纪鼎利,软件服务
600020,中原高速,路桥
600854,春兰股份,家用电器
2483,润邦股份,工程机械
601238,广汽集团,汽车整车
600549,厦门钨业,小金属
850,华茂股份,纺织
600123,兰花科创,煤炭开采
2161,远 望 谷,通信设备
600960,渤海活塞,汽车配件
600068,葛洲坝,建筑施工
300555,路通视信,通信设备
600,建投能源,火力发电
600327,大东方,百货
688,建新矿业,铅锌
2633,申科股份,机械基件
600531,豫光金铅,铅锌
600716,凤凰股份,区域地产
600111,北方稀土,小金属
599,青岛双星,汽车配件
601368,绿城水务,水务
737,南风化工,日用化工
601599,鹿港文化,影视音像
600519,贵州茅台,白酒
300281,金明精机,专用机械
600486,扬农化工,农药化肥
600138,中青旅,旅游服务
600838,上海九百,百货
600083,博信股份,建筑施工
300133,华策影视,影视音像
2404,嘉欣丝绸,纺织
90,天健集团,建筑施工
2586,围海股份,建筑施工
601001,大同煤业,煤炭开采
603636,南威软件,软件服务
600153,建发股份,商贸代理
300013,新宁物流,仓储物流
2430,杭氧股份,化工机械
600530,交大昂立,医疗保健
603828,柯利达,装修装饰
600269,赣粤高速,路桥
600074,保千里,电脑设备
600648,外高桥,园区开发
600267,海正药业,化学制药
600719,大连热电,供气供热
600545,新疆城建,建筑施工
876,新 希 望,饲料
300460,惠伦晶体,元器件
995,*ST皇台,白酒
600371,万向德农,种植业
600127,金健米业,农业综合
596,古井贡酒,白酒
600726,华电能源,火力发电
166,申万宏源,证券
300289,利德曼,生物制药
2700,新疆浩源,供气供热
923,河北宣工,工程机械
600796,钱江生化,农药化肥
521,美菱电器,家用电器
600696,匹凸匹,区域地产
600622,嘉宝集团,区域地产
601018,宁波港,港口
600481,双良节能,环境保护
300077,国民技术,半导体
600090,同济堂,医药商业
601336,新华保险,保险
2378,章源钨业,小金属
600624,复旦复华,综合类
600206,有研新材,半导体
2636,金安国纪,元器件
600643,爱建集团,多元金融
906,物产中拓,批发业
2807,江阴银行,银行
2242,九阳股份,家用电器
300147,香雪制药,中成药
2413,雷科防务,通信设备
603699,纽威股份,专用机械
723,美锦能源,焦炭加工
300177,中海达,通信设备
600323,瀚蓝环境,水务
2088,鲁阳节能,矿物制品
2031,巨轮智能,汽车配件
66,长城电脑,电脑设备
600819,耀皮玻璃,玻璃
600135,乐凯胶片,化工原料
2221,东华能源,石油贸易
300348,长亮科技,软件服务
300330,华虹计通,软件服务
300192,科斯伍德,染料涂料
597,东北制药,化学制药
600456,宝钛股份,小金属
600765,中航重机,机械基件
878,云南铜业,铜
2158,汉钟精机,工程机械
601218,吉鑫科技,机械基件
600800,天津磁卡,综合类
600621,华鑫股份,全国地产
1,平安银行,银行
2222,福晶科技,元器件
603116,红蜻蜓,服饰
601777,力帆股份,摩托车
2375,亚厦股份,装修装饰
2181,粤 传 媒,出版业
2249,大洋电机,电气设备
600509,天富能源,火力发电
300347,泰格医药,医疗保健
2103,广博股份,文教休闲
600128,弘业股份,商贸代理
633,*ST合金,综合类
600833,第一医药,医药商业
600223,鲁商置业,区域地产
600368,五洲交通,路桥
600360,华微电子,半导体
603698,航天工程,专用机械
2097,山河智能,工程机械
1896,豫能控股,火力发电
603798,康普顿,石油加工
666,经纬纺机,纺织机械
600620,天宸股份,综合类
300236,上海新阳,染料涂料
601016,节能风电,新型电力
300240,飞力达,仓储物流
937,冀中能源,煤炭开采
603006,联明股份,汽车配件
600109,国金证券,证券
589,黔轮胎Ａ,汽车配件
300307,慈星股份,纺织机械
300264,佳创视讯,通信设备
600289,亿阳信通,软件服务
601818,光大银行,银行
300026,红日药业,中成药
920,南方汇通,环境保护
610,西安旅游,旅游服务
600774,汉商集团,百货
2266,浙富控股,电气设备
600410,华胜天成,软件服务
601799,星宇股份,汽车配件
2381,双箭股份,橡胶
766,通化金马,中成药
300485,赛升药业,生物制药
2540,亚太科技,铝
548,湖南投资,路桥
600650,锦江投资,公共交通
680,山推股份,工程机械
2016,世荣兆业,区域地产
300439,美康生物,医疗保健
2694,顾地科技,塑料
2437,誉衡药业,化学制药
600478,科力远,元器件
600635,大众公用,供气供热
2351,漫步者,电脑设备
2800,天顺股份,仓储物流
600488,天药股份,化学制药
300171,东富龙,医疗保健
2196,方正电机,纺织机械
2137,麦达数字,元器件
2194,武汉凡谷,通信设备
837,秦川机床,机床制造
600169,太原重工,工程机械
601177,杭齿前进,机械基件
21,深科技,电脑设备
600874,创业环保,环境保护
603738,泰晶科技,元器件
601028,玉龙股份,钢加工
600259,广晟有色,小金属
600653,申华控股,汽车服务
600755,厦门国贸,商贸代理
965,天保基建,区域地产
600030,中信证券,证券
905,厦门港务,港口
600227,赤天化,农药化肥
601038,一拖股份,农用机械
600081,东风科技,汽车配件
600377,宁沪高速,路桥
600428,中远航运,水运
799,酒鬼酒,白酒
300515,三德科技,电器仪表
2777,久远银海,软件服务
600641,万业企业,区域地产
300055,万邦达,环境保护
600563,法拉电子,元器件
2790,瑞尔特,家居用品
2388,新亚制程,元器件
600288,大恒科技,软件服务
600722,金牛化工,化工原料
2013,中航机电,航空
639,西王食品,食品
601226,华电重工,专用机械
2073,软控股份,软件服务
600220,江苏阳光,纺织
2516,旷达科技,纺织
601933,永辉超市,超市连锁
603227,雪峰科技,化工原料
2204,大连重工,专用机械
300097,智云股份,电器仪表
603023,威帝股份,汽车配件
600815,厦工股份,工程机械
686,东北证券,证券
2008,大族激光,电器仪表
2126,银轮股份,汽车配件
300228,富瑞特装,化工机械
2740,爱迪尔,服饰
600611,大众交通,公共交通
2093,国脉科技,电信运营
603508,思维列控,软件服务
600586,金晶科技,玻璃
2091,江苏国泰,商贸代理
600232,金鹰股份,纺织
603883,老百姓,医药商业
603609,禾丰牧业,饲料
2114,罗平锌电,铅锌
2340,格林美,小金属
600701,*ST工新,综合类
831,*ST五稀,小金属
520,长航凤凰,水运
2708,光洋股份,汽车配件
593,大通燃气,供气供热
2193,山东如意,纺织
2680,长生生物,生物制药
600382,广东明珠,商贸代理
2448,中原内配,汽车配件
2729,好利来,元器件
2658,雪迪龙,环境保护
300408,三环集团,元器件
600281,太化股份,化工原料
592,平潭发展,林业
300558,贝达药业,化学制药
603368,柳州医药,医药商业
603223,恒通股份,公路
2182,云海金属,小金属
2157,正邦科技,饲料
600846,同济科技,综合类
600723,首商股份,百货
300066,三川智慧,电器仪表
2552,宝鼎科技,机械基件
300520,科大国创,软件服务
300148,天舟文化,出版业
600273,嘉化能源,化工原料
600518,康美药业,中成药
603011,合锻智能,机床制造
601999,出版传媒,出版业
883,湖北能源,火力发电
5,世纪星源,房产服务
600802,福建水泥,水泥
2673,西部证券,证券
2356,赫美集团,服饰
807,云铝股份,铝
600265,*ST景谷,林业
600067,冠城大通,全国地产
300181,佐力药业,中成药
603126,中材节能,环境保护
2551,尚荣医疗,医疗保健
600711,盛屯矿业,小金属
426,兴业矿业,铅锌
895,双汇发展,食品
650,仁和药业,中成药
2063,远光软件,软件服务
2539,云图控股,农药化肥
861,海印股份,房产服务
603601,再升科技,玻璃
300455,康拓红外,运输设备
2574,明牌珠宝,服饰
601313,江南嘉捷,运输设备
300172,中电环保,环境保护
600557,康缘药业,中成药
2079,苏州固锝,半导体
2463,沪电股份,元器件
517,荣安地产,区域地产
10,美丽生态,建筑施工
836,鑫茂科技,通信设备
301,东方市场,综合类
300137,先河环保,环境保护
2473,圣莱达,家用电器
2045,国光电器,元器件
2112,三变科技,电气设备
2543,万和电气,家用电器
601229,上海银行,银行
601158,重庆水务,水务
2110,三钢闽光,普钢
600066,宇通客车,汽车整车
600027,华电国际,火力发电
2597,金禾实业,化工原料
2399,海普瑞,化学制药
997,新 大 陆,软件服务
600250,南纺股份,商贸代理
2647,宏磊股份,电气设备
2191,劲嘉股份,广告包装
603898,好莱客,家居用品
601188,龙江交通,路桥
600861,北京城乡,百货
600470,六国化工,农药化肥
300364,中文在线,出版业
300189,神农基因,种植业
2308,威创股份,电脑设备
2148,北纬通信,互联网
600517,置信电气,电气设备
2373,千方科技,软件服务
300059,东方财富,互联网
524,岭南控股,酒店餐饮
300549,优德精密,专用机械
2786,银宝山新,专用机械
2672,东江环保,环境保护
2186,全 聚 德,酒店餐饮
600186,莲花健康,食品
300158,振东制药,中成药
600429,三元股份,乳制品
600251,冠农股份,农业综合
600216,浙江医药,化学制药
2228,合兴包装,广告包装
903,云内动力,机械基件
600168,武汉控股,水务
603020,爱普股份,食品
2433,太安堂,中成药
603919,金徽酒,白酒
886,海南高速,路桥
601939,建设银行,银行
601010,文峰股份,超市连锁
600091,ST明科,化工原料
2563,森马服饰,服饰
600332,白云山,中成药
600828,茂业商业,百货
300452,山河药辅,化学制药
601166,兴业银行,银行
2334,英威腾,电气设备
557,西部创业,红黄药酒
601688,华泰证券,证券
300306,远方光电,电器仪表
2698,博实股份,化工机械
600798,宁波海运,水运
2105,信隆健康,文教休闲
2653,海思科,化学制药
601607,上海医药,医药商业
862,银星能源,新型电力
582,北部湾港,港口
601258,庞大集团,汽车服务
600299,安迪苏,化学制药
2588,史丹利,农药化肥
603198,迎驾贡酒,白酒
600435,北方导航,专用机械
889,茂业通信,通信设备
600845,宝信软件,软件服务
603111,康尼机电,运输设备
600197,伊力特,白酒
760,斯太尔,汽车配件
28,国药一致,医药商业
300112,万讯自控,电器仪表
600235,民丰特纸,造纸
2506,协鑫集成,半导体
2138,顺络电子,元器件
36,华联控股,全国地产
600724,宁波富达,区域地产
600864,哈投股份,火力发电
2665,首航节能,电气设备
300009,安科生物,生物制药
600736,苏州高新,园区开发
25,特 力Ａ,汽车服务
600203,福日电子,元器件
600836,界龙实业,广告包装
2036,联创电子,元器件
2532,新界泵业,农用机械
758,中色股份,铅锌
600695,绿庭投资,多元金融
600776,东方通信,通信设备
601898,中煤能源,煤炭开采
600172,黄河旋风,矿物制品
751,锌业股份,铅锌
600589,广东榕泰,塑料
2145,中核钛白,化工原料
40,东旭蓝天,全国地产
300474,景嘉微,元器件
2100,天康生物,饲料
601139,深圳燃气,供气供热
600862,中航高科,航空
601288,农业银行,银行
2218,拓日新能,半导体
600075,新疆天业,化工原料
810,创维数字,元器件
2782,可立克,电气设备
2529,海源机械,专用机械
2416,爱施德,电器连锁
600388,龙净环保,环境保护
2598,山东章鼓,机械基件
2358,森源电气,电气设备
2616,长青集团,环境保护
587,金洲慈航,批发业
300185,通裕重工,工程机械
600784,鲁银投资,普钢
2600,江粉磁材,元器件
601998,中信银行,银行
2223,鱼跃医疗,医疗保健
600236,桂冠电力,水力发电
603166,福达股份,汽车配件
2292,奥飞娱乐,影视音像
600221,海南航空,空运
600155,宝硕股份,其他建材
603002,宏昌电子,化工原料
300378,鼎捷软件,软件服务
603015,弘讯科技,电气设备
600766,园城黄金,黄金
300254,仟源医药,化学制药
600355,精伦电子,元器件
300309,吉艾科技,专用机械
300183,东软载波,软件服务
600226,升华拜克,农药化肥
2776,柏堡龙,服饰
2638,勤上光电,半导体
601988,中国银行,银行
2748,世龙实业,化工原料
972,中基健康,食品
300511,雪榕生物,种植业
600380,健康元,化学制药
600033,福建高速,路桥
2688,金河生物,化学制药
2714,牧原股份,农业综合
554,泰山石油,石油贸易
300413,快乐购,百货
300399,京天利,互联网
921,海信科龙,家用电器
600367,红星发展,化工原料
2505,大康农业,农业综合
2596,海南瑞泽,其他建材
2029,七 匹 狼,服饰
603,盛达矿业,铅锌
600834,申通地铁,公共交通
600966,博汇纸业,造纸
811,烟台冰轮,工程机械
668,荣丰控股,区域地产
600321,国栋建设,其他建材
801,四川九洲,通信设备
603799,华友钴业,小金属
600218,全柴动力,农用机械
600113,浙江东日,区域地产
603958,哈森股份,服饰
2329,皇氏集团,乳制品
600193,创兴资源,装修装饰
300259,新天科技,电器仪表
762,西藏矿业,小金属
600978,宜华生活,家居用品
600702,沱牌舍得,白酒
2387,黑牛食品,软饮料
600029,南方航空,空运
2024,苏宁云商,电器连锁
2689,远大智能,运输设备
300045,华力创通,电脑设备
600202,哈空调,电气设备
2470,金正大,农药化肥
300486,东杰智能,专用机械
601208,东材科技,化工原料
2156,通富微电,半导体
600970,中材国际,建筑施工
300004,南风股份,电气设备
2173,*ST创疗,农业综合
420,吉林化纤,化纤
601318,中国平安,保险
600249,两面针,日用化工
792,盐湖股份,农药化肥
300224,正海磁材,元器件
2006,精功科技,专用机械
603669,灵康药业,化学制药
2177,御银股份,电脑设备
2306,中科云网,酒店餐饮
600515,海航基础,百货
600837,海通证券,证券
759,中百集团,超市连锁
600354,敦煌种业,种植业
2041,登海种业,种植业
600418,江淮汽车,汽车整车
600958,东方证券,证券
601199,江南水务,水务
600285,羚锐制药,中成药
600735,新华锦,商贸代理
600532,宏达矿业,普钢
601377,兴业证券,证券
600298,安琪酵母,食品
300248,新开普,软件服务
2687,乔治白,服饰
2609,捷顺科技,软件服务
600051,宁波联合,综合类
300245,天玑科技,软件服务
14,沙河股份,全国地产
300305,裕兴股份,塑料
600416,湘电股份,电气设备
300101,振芯科技,通信设备
586,汇源通信,通信设备
2553,南方轴承,汽车配件
2211,宏达新材,橡胶
600578,京能电力,火力发电
600981,汇鸿集团,商贸代理
2606,大连电瓷,电气设备
300550,和仁科技,软件服务
600708,光明地产,全国地产
600841,上柴股份,机械基件
2325,洪涛股份,装修装饰
705,浙江震元,医药商业
600895,张江高科,园区开发
919,金陵药业,化学制药
601689,拓普集团,汽车配件
157,中联重科,工程机械
2265,西仪股份,汽车配件
603456,九洲药业,化学制药
600528,中铁二局,建筑施工
892,星美联合,通信设备
600566,济川药业,中成药
2682,龙洲股份,公路
2546,新联电子,电气设备
600199,金种子酒,白酒
2311,海大集团,饲料
300318,博晖创新,医疗保健
300542,新晨科技,软件服务
2309,中利科技,电气设备
600601,方正科技,电脑设备
300184,力源信息,元器件
600303,曙光股份,汽车整车
600351,亚宝药业,中成药
300221,银禧科技,塑料
43,中航地产,全国地产
802,北京文化,旅游服务
600602,云赛智联,软件服务
300034,钢研高纳,小金属
2089,新 海 宜,通信设备
936,华西股份,化纤
300463,迈克生物,医疗保健
2102,冠福股份,化学制药
679,大连友谊,百货
300453,三鑫医疗,医疗保健
300210,森远股份,专用机械
2172,澳洋科技,化纤
2466,天齐锂业,小金属
2611,东方精工,轻工机械
603167,渤海轮渡,水运
603168,莎普爱思,化学制药
600977,中国电影,影视音像
600500,中化国际,商贸代理
2533,金杯电工,电气设备
600843,上工申贝,纺织机械
600037,歌华有线,影视音像
909,数源科技,综合类
2115,三维通信,通信设备
600023,浙能电力,火力发电
990,诚志股份,化工原料
17,深中华A,文教休闲
600867,通化东宝,生物制药
600132,重庆啤酒,啤酒
300261,雅本化学,农药化肥
2432,九安医疗,医疗保健
600201,生物股份,生物制药
544,中原环保,环境保护
600405,动力源,电气设备
2214,大立科技,电器仪表
678,襄阳轴承,机械基件
505,*ST珠江,房产服务
300008,天海防务,船舶
652,泰达股份,批发业
601515,东风股份,广告包装
2220,天宝股份,食品
2382,蓝帆医疗,医疗保健
600278,东方创业,商贸代理
2580,圣阳股份,电气设备
966,长源电力,火力发电
2219,恒康医疗,中成药
600292,远达环保,环境保护
2471,中超控股,电气设备
600824,益民集团,百货
600698,湖南天雁,汽车配件
300525,博思软件,软件服务
600730,中国高科,综合类
600851,海欣股份,纺织
2499,科林环保,环境保护
2728,特一药业,中成药
600993,马应龙,中成药
2067,景兴纸业,造纸
601985,中国核电,新型电力
2040,南 京 港,港口
600011,华能国际,火力发电
600406,国电南瑞,软件服务
300476,胜宏科技,元器件
2023,海特高新,航空
917,电广传媒,影视音像
2435,长江润发,机械基件
528,柳 工,工程机械
300167,迪威视讯,通信设备
600461,洪城水业,水务
600559,老白干酒,白酒
300369,绿盟科技,软件服务
300371,汇中股份,电器仪表
2528,英飞拓,电脑设备
600879,航天电子,航空
2118,紫鑫药业,中成药
600883,博闻科技,水泥
509,华塑控股,其他建材
419,通程控股,百货
600822,上海物贸,商贸代理
988,华工科技,电器仪表
300288,朗玛信息,软件服务
600880,博瑞传播,广告包装
600548,深高速,路桥
2255,海陆重工,专用机械
2417,三元达,通信设备
600096,云天化,农药化肥
600721,*ST百花,焦炭加工
600326,西藏天路,建筑施工
603788,宁波高发,汽车配件
2121,科陆电子,电器仪表
600501,航天晨光,汽车配件
600707,彩虹股份,元器件
2390,信邦制药,中成药
600754,锦江股份,酒店餐饮
300405,科隆精化,化工原料
603366,日出东方,家用电器
300154,瑞凌股份,元器件
2402,和而泰,元器件
600398,海澜之家,服饰
768,中航飞机,航空
600160,巨化股份,化工原料
600770,综艺股份,综合类
815,美利云,造纸
603001,奥康国际,服饰
503,海虹控股,医疗保健
600522,中天科技,通信设备
600521,华海药业,化学制药
2084,海鸥卫浴,家居用品
600610,中毅达,建筑施工
300174,元力股份,化工原料
600483,福能股份,火力发电
2465,海格通信,通信设备
600330,天通股份,元器件
300394,天孚通信,通信设备
2167,东方锆业,小金属
300104,乐视网,互联网
912,泸天化,农药化肥
2443,金洲管道,钢加工
300151,昌红科技,机械基件
756,新华制药,化学制药
2630,华西能源,专用机械
300385,雪浪环境,环境保护
603309,维力医疗,医疗保健
2561,徐家汇,百货
2781,奇信股份,装修装饰
2293,罗莱生活,纺织
300092,科新机电,专用机械
300557,理工光科,电器仪表
300397,天和防务,通信设备
603789,星光农机,农用机械
663,永安林业,林业
600645,中源协和,生物制药
2003,伟星股份,服饰
504,*ST生物,出版业
600420,现代制药,化学制药
2548,金新农,饲料
657,中钨高新,小金属
600962,国投中鲁,软饮料
600479,千金药业,中成药
2750,龙津药业,中成药
928,中钢国际,建筑施工
600771,广誉远,中成药
300208,恒顺众昇,电气设备
300020,银江股份,软件服务
601311,骆驼股份,电气设备
603160,汇顶科技,元器件
600055,万东医疗,医疗保健
2751,易尚展示,家居用品
600309,万华化学,化工原料
2001,新 和 成,化学制药
2424,贵州百灵,中成药
600119,长江投资,仓储物流
2439,启明星辰,软件服务
2409,雅克科技,化工原料
300471,厚普股份,专用机械
963,华东医药,化学制药
300156,神雾环保,环境保护
300490,华自科技,电气设备
2192,融捷股份,专用机械
2768,国恩股份,塑料
300469,信息发展,软件服务
2324,普利特,塑料
2734,利民股份,农药化肥
2767,先锋电子,电器仪表
300412,迦南科技,医疗保健
300451,创业软件,软件服务
603678,火炬电子,元器件
600276,恒瑞医药,化学制药
300532,今天国际,软件服务
603986,兆易创新,半导体
603838,四通股份,陶瓷
603806,福斯特,塑料
603558,健盛集团,纺织
603518,维格娜丝,服饰
603399,新华龙,小金属
603369,今世缘,白酒
603308,应流股份,专用机械
603169,兰石重装,专用机械
603128,华贸物流,仓储物流
603077,和邦生物,化工原料
603009,北特科技,汽车配件
601727,上海电气,电气设备
601700,风范股份,电气设备
601398,工商银行,银行
601328,交通银行,银行
601126,四方股份,电气设备
601101,昊华能源,煤炭开采
601012,隆基股份,半导体
601005,重庆钢铁,普钢
600990,四创电子,通信设备
600982,宁波热电,供气供热
600979,广安爱众,水力发电
600973,宝胜股份,电气设备
600896,览海投资,水运
600892,大晟文化,综合类
600890,中房股份,区域地产
600876,洛阳玻璃,玻璃
600859,王府井,百货
600855,航天长峰,专用机械
600844,丹化科技,化工原料
600810,神马股份,化纤
600807,天业股份,区域地产
600797,浙大网新,软件服务
600773,西藏城投,区域地产
600768,宁波富邦,铝
600760,*ST黑豹,汽车整车
600747,大连控股,多元金融
600745,中茵股份,通信设备
600740,山西焦化,焦炭加工
600734,实达集团,电脑设备
600733,S前锋,区域地产
600725,*ST云维,焦炭加工
600687,刚泰控股,黄金
600682,南京新百,百货
600675,*ST中企,区域地产
600673,东阳光科,铝
600663,陆家嘴,园区开发
600662,强生控股,公共交通
600637,东方明珠,影视音像
600636,三爱富,化工原料
600604,市北高新,园区开发
600603,*ST兴业,综合类
600597,光明乳业,乳制品
600577,精达股份,电气设备
600576,万家文化,影视音像
600571,信雅达,软件服务
600568,中珠医疗,区域地产
600552,凯盛科技,玻璃
600551,时代出版,出版业
600543,莫高股份,红黄药酒
600539,ST狮头,水泥
600537,亿晶光电,半导体
600525,长园集团,电气设备
600502,安徽水利,建筑施工
600480,凌云股份,汽车配件
600462,九有股份,元器件
600460,士兰微,半导体
600432,*ST吉恩,小金属
600426,华鲁恒升,农药化肥
600422,昆药集团,中成药
600400,红豆股份,服饰
600346,恒力股份,化纤
600339,*ST天利,石油加工
600331,宏达股份,铅锌
600319,*ST亚星,化工原料
600301,*ST南化,化工原料
600283,钱江水利,水务
600255,鑫科材料,铜
600242,中昌数据,水运
600234,*ST山水,文教休闲
600233,圆通速递,仓储物流
600228,昌九生化,化工原料
600225,天津松江,区域地产
600212,*ST江泉,综合类
600210,紫江企业,广告包装
600209,罗顿发展,综合类
600200,江苏吴中,综合类
600189,吉林森工,林业
600188,兖州煤业,煤炭开采
600175,美都能源,综合类
600156,华升股份,纺织
600152,维科精华,纺织
600151,航天机电,半导体
600145,*ST新亿,陶瓷
600122,宏图高科,其他商业
600107,美尔雅,服饰
600082,海泰发展,园区开发
600071,凤凰光学,元器件
600069,银鸽投资,造纸
600021,上海电力,火力发电
600019,宝钢股份,普钢
600005,武钢股份,普钢
300537,广信材料,染料涂料
300513,恒泰实达,软件服务
300510,金冠电气,电气设备
300496,中科创达,软件服务
300495,美尚生态,建筑施工
300488,恒锋工具,机械基件
300480,光力科技,电器仪表
300479,神思电子,软件服务
300477,合纵科技,电气设备
300473,德尔股份,汽车配件
300466,赛摩电气,电器仪表
300462,华铭智能,专用机械
300459,金科娱乐,化工原料
300457,赢合科技,专用机械
300450,先导智能,专用机械
300449,汉邦高科,电脑设备
300427,红相电力,电气设备
300398,飞凯材料,染料涂料
300391,康跃科技,机械基件
300386,飞天诚信,软件服务
300374,恒通科技,其他建材
300363,博腾股份,化学制药
300353,东土科技,通信设备
300349,金卡股份,电器仪表
300332,天壕环境,环境保护
300328,宜安科技,铝
300323,华灿光电,半导体
300311,任子行,软件服务
300310,宜通世纪,通信设备
300276,三丰智能,专用机械
300273,和佳股份,医疗保健
300268,万福生科,农业综合
300249,依米康,专用机械
300243,瑞丰高材,化工原料
300229,拓尔思,软件服务
300227,光韵达,元器件
300223,北京君正,半导体
300219,鸿利智汇,元器件
300217,东方电热,电器仪表
300213,佳讯飞鸿,通信设备
300212,易华录,软件服务
300200,高盟新材,化工原料
300198,纳川股份,塑料
300179,四方达,矿物制品
300165,天瑞仪器,电器仪表
300161,华中数控,机床制造
300150,世纪瑞尔,软件服务
300143,星河生物,种植业
300123,太阳鸟,船舶
300120,经纬电材,电气设备
300100,双林股份,汽车服务
300099,尤洛卡,电器仪表
300098,高新兴,通信设备
300095,华伍股份,机械基件
300093,金刚玻璃,玻璃
300088,长信科技,元器件
300080,易成新能,半导体
300079,数码视讯,通信设备
300076,GQY视讯,电脑设备
300047,天源迪科,软件服务
300043,星辉娱乐,文教休闲
300033,同花顺,软件服务
300028,金亚科技,通信设备
300027,华谊兄弟,影视音像
300022,吉峰农机,其他商业
300005,探路者,服饰
2830,名雕股份,装修装饰
2798,帝王洁具,家居用品
2779,中坚科技,农用机械
2766,索菱股份,汽车配件
2752,昇兴股份,广告包装
2745,木林森,半导体
2725,跃岭股份,汽车配件
2721,金一文化,服饰
2686,亿利达,专用机械
2659,中泰桥梁,建筑施工
2650,加加食品,食品
2640,跨境通,服饰
2637,赞宇科技,日用化工
2635,安洁科技,电脑设备
2634,棒杰股份,服饰
2629,仁智股份,石油开采
2622,融钰集团,电气设备
2610,爱康科技,电气设备
2608,*ST舜船,船舶
2595,豪迈科技,专用机械
2584,西陇科学,化工原料
2578,闽发铝业,铝
2576,通达动力,电气设备
2571,德力股份,玻璃
2562,兄弟科技,化工原料
2550,千红制药,生物制药
2547,春兴精工,通信设备
2545,东方铁塔,钢加工
2526,山东矿机,工程机械
2510,天汽模,汽车配件
2509,天广中茂,专用机械
2496,辉丰股份,农药化肥
2492,恒基达鑫,仓储物流
2486,嘉麟杰,服饰
2484,江海股份,元器件
2482,广田集团,装修装饰
2478,常宝股份,普钢
2469,三维工程,建筑施工
2462,嘉事堂,医药商业
2449,国星光电,半导体
2440,闰土股份,染料涂料
2436,兴森科技,元器件
2410,广联达,软件服务
2400,省广股份,广告包装
2396,星网锐捷,通信设备
2386,天原集团,化工原料
2379,*ST鲁丰,铝
2377,国创高新,石油加工
2376,新北洋,电脑设备
2349,精华制药,中成药
2338,奥普光电,电器仪表
2316,键桥通讯,软件服务
2297,博云新材,矿物制品
2296,辉煌科技,通信设备
2282,博深工具,轻工机械
2276,万马股份,电气设备
2271,东方雨虹,其他建材
2259,升达林业,家居用品
2239,奥特佳,汽车配件
2226,江南化工,化工原料
2224,三 力 士,橡胶
2198,嘉应制药,中成药
2178,延华智能,建筑施工
2165,红 宝 丽,化工原料
2151,北斗星通,通信设备
2147,新光圆成,机械基件
