code,name
2591,恒大高新
2537,海立美达
709,河钢股份
600661,新南洋
757,浩物股份
2053,云南能投
600329,中新药业
150,宜华健康
600497,驰宏锌锗
300142,沃森生物
65,北方国际
2026,山东威达
600064,南京高科
603338,浙江鼎力
2062,宏润建设
600010,包钢股份
603016,新宏泰
600782,新钢股份
600072,钢构工程
600173,卧龙地产
673,当代东方
603556,海兴电力
2481,双塔食品
600717,天津港
600365,通葡股份
600028,中国石化
2251,步 步 高
300030,阳普医疗
600743,华远地产
300319,麦捷科技
300541,先进数通
600496,精工钢构
600778,友好集团
2300,太阳电缆
2670,国盛金控
39,中集集团
300084,海默科技
2589,瑞康医药
404,华意压缩
600936,广西广电
600751,天海投资
2519,银河电子
601566,九牧王
603315,福鞍股份
2092,中泰化学
702,正虹科技
600095,哈高科
667,美好置业
2524,光正集团
300197,铁汉生态
539,粤电力Ａ
2033,丽江旅游
2133,广宇集团
2187,广百股份
603822,嘉澳环保
601788,光大证券
603189,网达软件
600469,风神股份
300441,鲍斯股份
2263,大 东 南
600808,马钢股份
2796,世嘉科技
791,甘肃电投
2336,*ST人乐
600062,华润双鹤
2450,康得新
300216,千山药机
2809,红墙股份
300308,中际装备
999,华润三九
2335,科华恒盛
2216,三全食品
401,冀东水泥
600594,益佰制药
2166,莱茵生物
687,华讯方舟
2631,德尔未来
603918,金桥信息
600794,保税科技
601100,恒立液压
600399,抚顺特钢
2668,奥马电器
935,四川双马
601163,三角轮胎
600583,海油工程
603025,大豪科技
821,京山轻机
600777,新潮能源
839,中信国安
600823,世茂股份
930,中粮生化
600506,香梨股份
2602,世纪华通
601899,紫金矿业
2617,露笑科技
2663,普邦股份
601009,南京银行
488,晨鸣纸业
300506,名家汇
600685,中船防务
627,天茂集团
300285,国瓷材料
2502,骅威文化
565,渝三峡Ａ
600268,国电南自
967,盈峰环境
300204,舒泰神
300438,鹏辉能源
691,ST亚太
603729,龙韵股份
2438,江苏神通
2534,杭锅股份
2150,通润装备
601155,新城控股
600791,京能置业
875,吉电股份
761,本钢板材
2160,常铝股份
601388,怡球资源
822,山东海化
407,胜利股份
976,春晖股份
600099,林海股份
409,山东地矿
600686,金龙汽车
600593,大连圣亚
671,阳 光 城
2815,崇达技术
718,苏宁环球
601186,中国铁建
600738,兰州民百
600984,建设机械
600493,凤竹纺织
897,津滨发展
300401,花园生物
2455,百川股份
789,万年青
600875,东方电气
600208,新湖中宝
603515,欧普照明
2696,百洋股份
600452,涪陵电力
2106,莱宝高科
600769,祥龙电业
600114,东睦股份
2459,天业通联
600678,四川金顶
600741,华域汽车
2446,盛路通信
717,*ST韶钢
46,泛海控股
600897,厦门空港
600821,津劝业
300560,中富通
2676,顺威股份
2581,未名医药
2762,金发拉比
300461,田中精机
600115,东方航空
300035,中科电气
603766,隆鑫通用
601996,丰林集团
2345,潮宏基
572,海马汽车
603028,赛福天
27,深圳能源
2111,威海广泰
881,大连国际
601579,会稽山
603101,汇嘉时代
2488,金固股份
300527,华舟应急
989,九 芝 堂
601811,新华文轩
922,佳电股份
2217,合力泰
300267,尔康制药
603858,步长制药
300041,回天新材
600816,安信信托
300157,恒泰艾普
2176,江特电机
739,普洛药业
852,石化机械
2206,海 利 得
601106,中国一重
300393,中来股份
2805,丰元股份
300067,安诺其
2538,司尔特
600609,金杯汽车
600475,华光股份
300498,温氏股份
2120,新海股份
300225,金力泰
600307,酒钢宏兴
600179,安通控股
767,漳泽电力
603393,新天然气
2472,双环传动
585,东北电气
603123,翠微股份
601890,亚星锚链
600507,方大特钢
600385,山东金泰
16,深康佳Ａ
600143,金发科技
603090,宏盛股份
600054,黄山旅游
300436,广生堂
625,长安汽车
300420,五洋科技
603069,海汽集团
2773,康弘药业
695,滨海能源
300239,东宝生物
601233,桐昆股份
600012,皖通高速
2065,东华软件
2397,梦洁股份
600240,华业资本
2457,青龙管业
600959,江苏有线
600529,山东药玻
300337,银邦股份
600306,*ST商城
2810,山东赫达
600737,中粮屯河
902,新洋丰
600277,亿利洁能
2022,科华生物
600790,轻纺城
2411,必康股份
300250,初灵信息
2724,海洋王
600022,山东钢铁
600320,振华重工
600499,科达洁能
30,富奥股份
600104,上汽集团
2066,瑞泰科技
600126,杭钢股份
333,美的集团
2109,*ST兴化
300258,精锻科技
600089,特变电工
819,岳阳兴长
600489,中金黄金
2699,美盛文化
530,大冷股份
2052,同洲电子
600252,中恒集团
430,张家界
600748,上实发展
601857,中国石油
818,方大化工
2806,华锋股份
595,宝塔实业
601179,中国西电
2330,得利斯
300283,温州宏丰
716,黑芝麻
603718,海利生物
600688,上海石化
600387,海越股份
600340,华夏幸福
601107,四川成渝
600098,广州发展
2652,扬子新材
2541,鸿路钢构
619,海螺型材
2498,汉缆股份
600690,青岛海尔
2702,海欣食品
300280,南通锻压
600370,三房巷
2272,川润股份
600801,华新水泥
2326,永太科技
600468,百利电气
600567,山鹰纸业
600629,华建集团
2755,东方新星
600282,南钢股份
600231,凌钢股份
2287,奇正藏药
300110,华仁药业
2321,华英农业
600871,石化油服
300103,达刚路机
962,*ST东钽
300464,星徽精密
2593,日上集团
600085,同仁堂
2420,毅昌股份
300180,华峰超纤
601997,贵阳银行
2569,步森股份
601128,常熟银行
26,飞亚达Ａ
603566,普莱柯
300163,先锋新材
600961,株冶集团
825,太钢不锈
300070,碧水源
2152,广电运通
913,*ST钱江
2785,万里石
736,中房地产
2792,通宇通讯
600222,太龙药业
532,力合股份
603318,派思股份
2736,国信证券
601003,柳钢股份
732,泰禾集团
2675,东诚药业
600159,大龙地产
601969,海南矿业
600809,山西汾酒
2060,粤 水 电
2476,宝莫股份
600520,*ST中发
2415,海康威视
600547,山东黄金
600806,*ST昆机
2081,金 螳 螂
2743,富煌钢构
2250,联化科技
601886,江河集团
300303,聚飞光电
600353,旭光股份
600886,国投电力
2234,民和股份
20,深华发Ａ
300001,特锐德
300296,利亚德
600720,祁连山
601633,长城汽车
2054,德美化工
603339,四方冷链
600217,中再资环
2799,环球印务
2422,科伦药业
300274,阳光电源
533,万 家 乐
635,英 力 特
600600,青岛啤酒
2683,宏大爆破
600749,西藏旅游
300194,福安药业
2664,信质电机
2142,宁波银行
2817,黄山胶囊
2004,华邦健康
600657,信达地产
2535,林州重机
300320,海达股份
603012,创力集团
2493,荣盛石化
600318,新力金融
2624,完美世界
690,宝新能源
600018,上港集团
600561,江西长运
603999,读者传媒
300222,科大智能
603569,长久物流
2401,中海科技
629,*ST钒钛
603555,贵人鸟
888,峨眉山Ａ
2128,露天煤业
413,东旭光电
885,同力水泥
600185,格力地产
300175,朗源股份
601965,中国汽研
2350,北京科锐
600393,粤泰股份
300326,凯利泰
601113,华鼎股份
780,平庄能源
600971,恒源煤电
300105,龙源技术
2057,中钢天源
421,南京公用
2299,圣农发展
2685,华东重机
692,惠天热电
985,大庆华科
2076,雪 莱 特
529,广弘控股
2331,皖通科技
601872,招商轮船
600270,外运发展
2327,富安娜
600297,广汇汽车
600311,荣华实业
2244,滨江集团
2021,中捷资源
2666,德联集团
2741,光华科技
600198,大唐电信
603800,道森股份
600596,新安股份
600190,锦州港
603778,乾景园林
601880,大连港
600997,开滦股份
2780,三夫户外
600279,重庆港九
600581,*ST八钢
501,鄂武商Ａ
18,神州长城
600792,云煤能源
2317,众生药业
300235,方直科技
591,太阳能
955,欣龙控股
600652,游久游戏
600248,延长化建
603779,威龙股份
601866,中海集运
863,三湘印象
601717,郑煤机
600587,新华医疗
785,武汉中商
869,张 裕Ａ
600482,中国动力
2406,远东传动
600313,农发种业
78,海王生物
2283,天润曲轴
2295,精艺股份
2014,永新股份
900,现代投资
600595,中孚实业
2185,华天科技
600829,人民同泰
600858,银座股份
300191,潜能恒信
600246,万通地产
2162,悦心健康
600857,宁波中百
856,*ST冀装
2278,神开股份
600015,华夏银行
300065,海兰信
300392,腾信股份
911,南宁糖业
300370,安控科技
720,新能泰山
600305,恒顺醋业
300292,吴通控股
2246,北化股份
600345,长江通信
2808,苏州恒久
603608,天创时尚
600476,湘邮科技
2364,中恒电气
428,华天酒店
600569,安阳钢铁
601225,陕西煤业
600540,新赛股份
601918,*ST新集
300329,海伦钢琴
300358,楚天科技
600338,西藏珠峰
600980,北矿科技
300260,新莱应材
603658,安图生物
2813,路畅科技
151,中成股份
600290,华仪电气
600965,福成股份
59,华锦股份
605,渤海股份
603099,长白山
2135,东南网架
600986,科达股份
300380,安硕信息
2301,齐心集团
2233,塔牌集团
600348,阳泉煤业
2305,南国置业
600409,三友化工
655,金岭矿业
848,承德露露
2812,创新股份
796,凯撒旅游
603969,银龙股份
960,锡业股份
600229,城市传媒
600590,泰豪科技
300536,农尚环境
603869,北部湾旅
600183,生益科技
2625,龙生股份
933,*ST神火
300160,秀强股份
2359,齐星铁塔
600780,通宝能源
600356,恒丰纸业
665,湖北广电
2442,龙星化工
411,英特集团
2520,日发精机
970,中科三环
300429,强力新材
603306,华懋科技
567,海德股份
603808,歌力思
60,中金岭南
2277,友阿股份
601169,北京银行
2566,益盛药业
636,风华高科
2423,*ST中特
600691,阳煤化工
600783,鲁信创投
601699,潞安环能
600219,南山铝业
537,广宇发展
9,中国宝安
600361,华联综超
600513,联环药业
600101,明星电力
2267,陕天然气
601000,唐山港
300528,幸福蓝海
601211,国泰君安
2058,威 尔 泰
600527,江南高纤
2116,中国海诚
300516,久之洋
300437,清水源
2479,富春环保
2518,科士达
600359,新农开发
600523,贵航股份
969,安泰科技
600256,广汇能源
877,天山股份
600372,中航电子
300049,福瑞股份
606,*ST易桥
300316,晶盛机电
603258,电魂网络
601666,平煤股份
300205,天喻信息
2497,雅化集团
601088,中国神华
300083,劲胜精密
2352,鼎泰新材
600917,重庆燃气
600814,杭州解百
600888,新疆众和
2715,登云股份
600052,浙江广厦
2018,华信国际
600195,中牧股份
600106,重庆路桥
601992,金隅股份
603188,亚邦股份
603029,天鹅股份
601118,海南橡胶
600665,天地源
600317,营口港
300231,银信科技
600094,大名城
600818,中路股份
600444,国机通用
795,英洛华
600408,安泰集团
600676,交运股份
564,西安民生
600850,华东电脑
300293,蓝英装备
601558,华锐风电
601339,百隆东方
600337,美克家居
300434,金石东方
777,中核科技
776,广发证券
600141,兴发集团
600767,运盛医疗
2269,美邦服饰
600061,国投安信
2797,第一创业
2209,达 意 隆
600063,皖维高新
600729,重庆百货
300132,青松股份
300053,欧比特
600812,华北制药
979,中弘股份
600891,秋林集团
600291,西水股份
603268,松发股份
603000,人民网
600333,长春燃气
422,湖北宜化
2494,华斯股份
816,智慧农业
418,小天鹅Ａ
603939,益丰药房
300010,立思辰
600362,江西铜业
2225,濮耐股份
2426,胜利精密
616,海航投资
600705,中航资本
959,首钢股份
2231,奥维通信
600860,京城股份
600866,*ST星湖
2189,利达光电
300214,日科化学
600703,三安光电
600433,冠豪高新
600560,金自天正
11,深物业A
603688,石英股份
600750,江中药业
600618,氯碱化工
2452,长高集团
932,华菱钢铁
300487,蓝晓科技
600580,卧龙电气
2398,建研集团
600873,梅花生物
600170,上海建工
800,一汽轿车
2339,积成电子
600350,山东高速
601111,中国国航
2285,世联行
2298,中电鑫龙
600805,悦达投资
156,华数传媒
2090,金智科技
603588,高能环境
600655,豫园商城
2313,日海通讯
2365,永安药业
603300,华铁科技
753,漳州发展
2207,准油股份
2284,亚太股份
600674,川投能源
300446,乐凯新材
300272,开能环保
603663,三祥新材
600312,平高电气
601168,西部矿业
603599,广信股份
600582,天地科技
300284,苏交科
2019,亿帆医药
601369,陕鼓动力
603108,润达医疗
603868,飞科电器
2458,益生股份
600668,尖峰集团
600397,安源煤业
600887,伊利股份
300063,天龙集团
600238,海南椰岛
601555,东吴证券
788,北大医药
300075,数字政通
300540,深冷股份
600908,无锡银行
300492,山鼎设计
2291,星期六
2726,龙大肉食
300234,开尔新材
631,顺发恒业
600811,东方集团
677,恒天海龙
600026,中远海能
600058,五矿发展
600006,东风汽车
600177,雅戈尔
2585,双星新材
2104,恒宝股份
300373,扬杰科技
2747,埃斯顿
729,燕京啤酒
2235,安妮股份
300169,天晟新材
2644,佛慈制药
2069,*ST獐岛
300313,天山生物
2011,盾安环境
600485,信威集团
300552,万集科技
600795,国电电力
2428,云南锗业
2489,浙江永强
601020,华钰矿业
600863,内蒙华电
728,国元证券
2803,吉宏股份
2343,慈文传媒
600448,华纺股份
2038,双鹭药业
507,珠海港
300521,爱司凯
300046,台基股份
601518,吉林高速
600162,香江控股
600375,*ST星马
600369,西南证券
600125,铁龙物流
536,华映科技
601137,博威合金
600121,郑州煤电
300182,捷成股份
2281,光迅科技
2155,湖南黄金
2760,凤形股份
2370,亚太药业
929,兰州黄河
601929,吉视传媒
300111,向日葵
600117,西宁特钢
2651,利君股份
2579,中京电子
300444,双杰电气
410,沈阳机床
600654,中安消
600510,黑牡丹
300140,启源装备
603567,珍宝岛
566,海南海药
600180,瑞茂通
600615,丰华股份
600275,武昌鱼
2701,奥瑞金
2078,太阳纸业
2205,国统股份
600644,乐山电力
600302,标准股份
601007,金陵饭店
300054,鼎龙股份
300247,乐金健康
600664,哈药股份
2337,赛象科技
34,神州数码
62,深圳华强
2604,龙力生物
600573,惠泉啤酒
2500,山西证券
2690,美亚光电
2695,煌上煌
561,烽火电子
600827,百联股份
603131,上海沪工
600078,澄星股份
601127,小康股份
600192,长城电工
2310,东方园林
600230,*ST沧大
519,江南红箭
600401,海润光伏
2169,智光电气
600562,国睿科技
2119,康强电子
600237,铜峰电子
600572,康恩贝
601901,方正证券
2361,神剑股份
698,沈阳化工
2674,兴业科技
601069,西部黄金
2568,百润股份
957,中通客车
600007,中国国贸
96,广聚能源
600683,京投发展
603959,百利科技
300126,锐奇股份
2134,天津普林
2536,西泵股份
300529,健帆生物
300553,集智股份
601908,京运通
300238,冠昊生物
600056,中国医药
2232,启明信息
300145,中金环境
600835,上海机电
600133,东湖高新
600987,航民股份
2590,万安科技
600118,中国卫星
2303,美盈森
600110,诺德股份
603005,晶方科技
300144,宋城演艺
300257,开山股份
600389,江山股份
2461,珠江啤酒
32,深桑达Ａ
300069,金利华电
600988,赤峰黄金
2731,萃华珠宝
600060,海信电器
600550,保变电气
600392,盛和资源
300483,沃施股份
601567,三星医疗
2253,川大智胜
600395,盘江股份
926,福星股份
600511,国药股份
600825,新华传媒
2521,齐峰新材
601888,中国国旅
600865,百大集团
600617,国新能源
2344,海宁皮城
2302,西部建设
2140,东华科技
570,苏常柴Ａ
2742,三圣股份
300199,翰宇药业
300551,古鳌科技
2184,海得控制
70,特发信息
600894,广日股份
300415,伊之密
552,靖远煤电
830,鲁西化工
953,河池化工
600706,曲江文旅
971,高升控股
600555,海航创新
300395,菲利华
2737,葵花药业
601618,中国中冶
2454,松芝股份
601991,大唐发电
2501,利源精制
603993,洛阳钼业
300324,旋极信息
603377,东方时尚
2542,中化岩土
2371,七星电子
2237,恒邦股份
2047,宝鹰股份
600926,杭州银行
600508,上海能源
6,深振业Ａ
603030,全筑股份
601008,连云港
600105,永鼎股份
893,东凌国际
300314,戴维医疗
600130,波导股份
601958,金钼股份
2154,报 喜 鸟
2507,涪陵榨菜
300201,海伦哲
2238,天威视讯
603355,莱克电气
2262,恩华药业
2513,*ST蓝丰
603100,川仪股份
600280,中央商场
882,华联股份
2274,华昌化工
996,中国中期
600744,华银电力
600163,中闽能源
600017,日照港
300029,天龙光电
300135,宝利国际
429,粤高速Ａ
868,安凯客车
603611,诺力股份
603968,醋化股份
726,鲁 泰Ａ
1696,宗申动力
790,泰合健康
600870,厦华电子
600008,首创股份
600516,方大炭素
859,国风塑业
600830,香溢融通
2603,以岭药业
600556,ST慧球
2320,海峡股份
948,南天信息
713,丰乐种业
600467,好当家
600999,招商证券
2072,凯瑞德
2208,合肥城建
2030,达安基因
2009,天奇股份
2123,梦网荣信
600459,贵研铂业
300096,易联众
2391,长青股份
2247,帝龙文化
601011,宝泰隆
600358,国旅联合
2392,北京利尔
2531,天顺风能
603003,龙宇燃油
600449,宁夏建材
2627,宜昌交运
2527,新时达
600789,鲁抗医药
858,五 粮 液
2275,桂林三金
683,远兴能源
600757,长江传媒
783,长江证券
600761,安徽合力
601966,玲珑轮胎
600679,上海凤凰
993,闽东电力
545,金浦钛业
612,焦作万方
601595,上海电影
300193,佳士科技
600642,申能股份
2015,霞客环保
601015,陕西黑猫
2005,德豪润达
601198,东兴证券
600919,江苏银行
300512,中亚股份
300390,天华超净
958,东方能源
600213,亚星客车
750,国海证券
300402,宝色股份
603726,朗迪集团
300050,世纪鼎利
600020,中原高速
600854,春兰股份
2483,润邦股份
601238,广汽集团
600549,厦门钨业
850,华茂股份
600123,兰花科创
2161,远 望 谷
600960,渤海活塞
600068,葛洲坝
300555,路通视信
600,建投能源
600327,大东方
688,建新矿业
2633,申科股份
600531,豫光金铅
600716,凤凰股份
600111,北方稀土
599,青岛双星
601368,绿城水务
737,南风化工
601599,鹿港文化
600519,贵州茅台
300281,金明精机
600486,扬农化工
600138,中青旅
600838,上海九百
600083,博信股份
300133,华策影视
2404,嘉欣丝绸
90,天健集团
2586,围海股份
601001,大同煤业
603636,南威软件
600153,建发股份
300013,新宁物流
2430,杭氧股份
600530,交大昂立
603828,柯利达
600269,赣粤高速
600074,保千里
600648,外高桥
600267,海正药业
600719,大连热电
600545,新疆城建
876,新 希 望
300460,惠伦晶体
995,*ST皇台
600371,万向德农
600127,金健米业
596,古井贡酒
600726,华电能源
166,申万宏源
300289,利德曼
2700,新疆浩源
923,河北宣工
600796,钱江生化
521,美菱电器
600696,匹凸匹
600622,嘉宝集团
601018,宁波港
600481,双良节能
300077,国民技术
600090,同济堂
601336,新华保险
2378,章源钨业
600624,复旦复华
600206,有研新材
2636,金安国纪
600643,爱建集团
906,物产中拓
2807,江阴银行
2242,九阳股份
300147,香雪制药
2413,雷科防务
603699,纽威股份
723,美锦能源
300177,中海达
600323,瀚蓝环境
2088,鲁阳节能
2031,巨轮智能
66,长城电脑
600819,耀皮玻璃
600135,乐凯胶片
2221,东华能源
300348,长亮科技
300330,华虹计通
300192,科斯伍德
597,东北制药
600456,宝钛股份
600765,中航重机
878,云南铜业
2158,汉钟精机
601218,吉鑫科技
600800,天津磁卡
600621,华鑫股份
1,平安银行
2222,福晶科技
603116,红蜻蜓
601777,力帆股份
2375,亚厦股份
2181,粤 传 媒
2249,大洋电机
600509,天富能源
300347,泰格医药
2103,广博股份
600128,弘业股份
633,*ST合金
600833,第一医药
600223,鲁商置业
600368,五洲交通
600360,华微电子
603698,航天工程
2097,山河智能
1896,豫能控股
603798,康普顿
666,经纬纺机
600620,天宸股份
300236,上海新阳
601016,节能风电
300240,飞力达
937,冀中能源
603006,联明股份
600109,国金证券
589,黔轮胎Ａ
300307,慈星股份
300264,佳创视讯
600289,亿阳信通
601818,光大银行
300026,红日药业
920,南方汇通
610,西安旅游
600774,汉商集团
2266,浙富控股
600410,华胜天成
601799,星宇股份
2381,双箭股份
766,通化金马
300485,赛升药业
2540,亚太科技
548,湖南投资
600650,锦江投资
680,山推股份
2016,世荣兆业
300439,美康生物
2694,顾地科技
2437,誉衡药业
600478,科力远
600635,大众公用
2351,漫步者
2800,天顺股份
600488,天药股份
300171,东富龙
2196,方正电机
2137,麦达数字
2194,武汉凡谷
837,秦川机床
600169,太原重工
601177,杭齿前进
21,深科技
600874,创业环保
603738,泰晶科技
601028,玉龙股份
600259,广晟有色
600653,申华控股
600755,厦门国贸
965,天保基建
600030,中信证券
905,厦门港务
600227,赤天化
601038,一拖股份
600081,东风科技
600377,宁沪高速
600428,中远航运
799,酒鬼酒
300515,三德科技
2777,久远银海
600641,万业企业
300055,万邦达
600563,法拉电子
2790,瑞尔特
2388,新亚制程
600288,大恒科技
600722,金牛化工
2013,中航机电
639,西王食品
601226,华电重工
2073,软控股份
600220,江苏阳光
2516,旷达科技
601933,永辉超市
603227,雪峰科技
2204,大连重工
300097,智云股份
603023,威帝股份
600815,厦工股份
686,东北证券
2008,大族激光
2126,银轮股份
300228,富瑞特装
2740,爱迪尔
600611,大众交通
2093,国脉科技
603508,思维列控
600586,金晶科技
2091,江苏国泰
600232,金鹰股份
603883,老百姓
603609,禾丰牧业
2114,罗平锌电
2340,格林美
600701,*ST工新
831,*ST五稀
520,长航凤凰
2708,光洋股份
593,大通燃气
2193,山东如意
2680,长生生物
600382,广东明珠
2448,中原内配
2729,好利来
2658,雪迪龙
300408,三环集团
600281,太化股份
592,平潭发展
300558,贝达药业
603368,柳州医药
603223,恒通股份
2182,云海金属
2157,正邦科技
600846,同济科技
600723,首商股份
300066,三川智慧
2552,宝鼎科技
300520,科大国创
300148,天舟文化
600273,嘉化能源
600518,康美药业
603011,合锻智能
601999,出版传媒
883,湖北能源
5,世纪星源
600802,福建水泥
2673,西部证券
2356,赫美集团
807,云铝股份
600265,*ST景谷
600067,冠城大通
300181,佐力药业
603126,中材节能
2551,尚荣医疗
600711,盛屯矿业
426,兴业矿业
895,双汇发展
650,仁和药业
2063,远光软件
2539,云图控股
861,海印股份
603601,再升科技
300455,康拓红外
2574,明牌珠宝
601313,江南嘉捷
300172,中电环保
600557,康缘药业
2079,苏州固锝
2463,沪电股份
517,荣安地产
10,美丽生态
836,鑫茂科技
301,东方市场
300137,先河环保
2473,圣莱达
2045,国光电器
2112,三变科技
2543,万和电气
601229,上海银行
601158,重庆水务
2110,三钢闽光
600066,宇通客车
600027,华电国际
2597,金禾实业
2399,海普瑞
997,新 大 陆
600250,南纺股份
2647,宏磊股份
2191,劲嘉股份
603898,好莱客
601188,龙江交通
600861,北京城乡
600470,六国化工
300364,中文在线
300189,神农基因
2308,威创股份
2148,北纬通信
600517,置信电气
2373,千方科技
300059,东方财富
524,岭南控股
300549,优德精密
2786,银宝山新
2672,东江环保
2186,全 聚 德
600186,莲花健康
300158,振东制药
600429,三元股份
600251,冠农股份
600216,浙江医药
2228,合兴包装
903,云内动力
600168,武汉控股
603020,爱普股份
2433,太安堂
603919,金徽酒
886,海南高速
601939,建设银行
601010,文峰股份
600091,ST明科
2563,森马服饰
600332,白云山
600828,茂业商业
300452,山河药辅
601166,兴业银行
2334,英威腾
557,西部创业
601688,华泰证券
300306,远方光电
2698,博实股份
600798,宁波海运
2105,信隆健康
2653,海思科
601607,上海医药
862,银星能源
582,北部湾港
601258,庞大集团
600299,安迪苏
2588,史丹利
603198,迎驾贡酒
600435,北方导航
889,茂业通信
600845,宝信软件
603111,康尼机电
600197,伊力特
760,斯太尔
28,国药一致
300112,万讯自控
600235,民丰特纸
2506,协鑫集成
2138,顺络电子
36,华联控股
600724,宁波富达
600864,哈投股份
2665,首航节能
300009,安科生物
600736,苏州高新
25,特 力Ａ
600203,福日电子
600836,界龙实业
2036,联创电子
2532,新界泵业
758,中色股份
600695,绿庭投资
600776,东方通信
601898,中煤能源
600172,黄河旋风
751,锌业股份
600589,广东榕泰
2145,中核钛白
40,东旭蓝天
300474,景嘉微
2100,天康生物
601139,深圳燃气
600862,中航高科
601288,农业银行
2218,拓日新能
600075,新疆天业
810,创维数字
2782,可立克
2529,海源机械
2416,爱施德
600388,龙净环保
2598,山东章鼓
2358,森源电气
2616,长青集团
587,金洲慈航
300185,通裕重工
600784,鲁银投资
2600,江粉磁材
601998,中信银行
2223,鱼跃医疗
600236,桂冠电力
603166,福达股份
2292,奥飞娱乐
600221,海南航空
600155,宝硕股份
603002,宏昌电子
300378,鼎捷软件
603015,弘讯科技
600766,园城黄金
300254,仟源医药
600355,精伦电子
300309,吉艾科技
300183,东软载波
600226,升华拜克
2776,柏堡龙
2638,勤上光电
601988,中国银行
2748,世龙实业
972,中基健康
300511,雪榕生物
600380,健康元
600033,福建高速
2688,金河生物
2714,牧原股份
554,泰山石油
300413,快乐购
300399,京天利
921,海信科龙
600367,红星发展
2505,大康农业
2596,海南瑞泽
2029,七 匹 狼
603,盛达矿业
600834,申通地铁
600966,博汇纸业
811,烟台冰轮
668,荣丰控股
600321,国栋建设
801,四川九洲
603799,华友钴业
600218,全柴动力
600113,浙江东日
603958,哈森股份
2329,皇氏集团
600193,创兴资源
300259,新天科技
762,西藏矿业
600978,宜华生活
600702,沱牌舍得
2387,黑牛食品
600029,南方航空
2024,苏宁云商
2689,远大智能
300045,华力创通
600202,哈空调
2470,金正大
300486,东杰智能
601208,东材科技
2156,通富微电
600970,中材国际
300004,南风股份
2173,*ST创疗
420,吉林化纤
601318,中国平安
600249,两面针
